Entity,Code,Year,agriculture_ha
Chad,TCD,1830,15464931.06
Chad,TCD,1840,16651093.18
Chad,TCD,1850,17913362.58
Chad,TCD,1860,19257807.3
Chad,TCD,1870,20698030.51
Chad,TCD,1880,22235886.94
Chad,TCD,1890,23874627.47
Chad,TCD,1900,25623982.48
Chad,TCD,1910,27485024.87
Chad,TCD,1920,29480590.24
Chad,TCD,1930,31596956.26
Chad,TCD,1940,33857067.98
Chad,TCD,1950,36187849.66
Chad,TCD,1960,38602993.34
Chad,TCD,1970,38550705.11
Chad,TCD,1980,38742577.11
Chad,TCD,1990,38783809.48
Chad,TCD,2000,39413853.61
Chad,TCD,2010,39909718.89
Chile,CHL,1780,1491427.672
Chile,CHL,1790,1510743.668
Chile,CHL,1800,1531907.185
Chile,CHL,1810,1554384.31
Chile,CHL,1820,1694416.843
Chile,CHL,1830,1849570.454
Chile,CHL,1840,2014569.305
Chile,CHL,1850,2439171.795
Chile,CHL,1860,3011206.6
Chile,CHL,1870,3481131.176
Chile,CHL,1880,3983149.795
Chile,CHL,1890,4484299.647
Chile,CHL,1900,4962547.972
Chile,CHL,1910,5661997.966
Chile,CHL,1920,6270994.149
Chile,CHL,1930,6958135.294
Chile,CHL,1940,8131385.614
Chile,CHL,1950,9587595.878
Chile,CHL,1960,11683879.49
Chile,CHL,1970,12904251.94
Chile,CHL,1980,14139983.47
Chile,CHL,1990,13273808.37
Chile,CHL,2000,12752250.01
Chile,CHL,2010,12429551.88
China,CHN,1780,177001052.7
China,CHN,1790,183465791.5
China,CHN,1800,179571747.5
China,CHN,1810,195062780.2
China,CHN,1820,195473584.3
China,CHN,1830,203954233.2
China,CHN,1840,204971858.5
China,CHN,1850,205857686.4
China,CHN,1860,195531584.8
China,CHN,1870,189619237.3
China,CHN,1880,192623381.4
China,CHN,1890,198749315
China,CHN,1900,206775089.4
China,CHN,1910,216532629.9
China,CHN,1920,233607117.3
China,CHN,1930,240731887.7
China,CHN,1940,250481394.5
China,CHN,1950,260672844.4
China,CHN,1960,336081889.8
China,CHN,1970,366977708.2
China,CHN,1980,421972060.4
China,CHN,1990,510830996.9
China,CHN,2000,518197703.9
China,CHN,2010,524837060.7
Colombia,COL,1780,7565551.492
Colombia,COL,1790,8015797.169
Colombia,COL,1800,8503375.592
Colombia,COL,1810,8931437.061
Colombia,COL,1820,9423257.433
Colombia,COL,1830,10161509.9
Colombia,COL,1840,10964794.09
Colombia,COL,1850,11824605.32
Colombia,COL,1860,12870198.81
Colombia,COL,1870,13999133.01
Colombia,COL,1880,15377031.19
Colombia,COL,1890,16860804.71
Colombia,COL,1900,18481214.76
Colombia,COL,1910,20301732.96
Colombia,COL,1920,22386214.23
Colombia,COL,1930,24922436.19
Colombia,COL,1940,27445096.42
Colombia,COL,1950,30781517.98
Colombia,COL,1960,36056413.98
Colombia,COL,1970,36900506.28
Colombia,COL,1980,37871138.61
Colombia,COL,1990,37669794.45
Colombia,COL,2000,35760723.58
Colombia,COL,2010,33728163.59
Comoros,COM,1780,0
Comoros,COM,1790,0
Comoros,COM,1800,0
Comoros,COM,1810,0
Comoros,COM,1820,0
Comoros,COM,1830,0
Comoros,COM,1840,0
Comoros,COM,1850,0
Comoros,COM,1860,0
Comoros,COM,1870,0
Comoros,COM,1880,0
Comoros,COM,1890,0
Comoros,COM,1900,0
Comoros,COM,1910,0
Comoros,COM,1920,0
Comoros,COM,1930,0
Comoros,COM,1940,0
Comoros,COM,1950,0
Comoros,COM,1960,0
Comoros,COM,1970,0
Comoros,COM,1980,0
Comoros,COM,1990,0
Comoros,COM,2000,0
Comoros,COM,2010,0
Congo,COG,1780,2064843.458
Congo,COG,1790,2167404.282
Congo,COG,1800,2275548.922
Congo,COG,1810,2390355.623
Congo,COG,1820,2546370.679
Congo,COG,1830,2713673.235
Congo,COG,1840,2892325.992
Congo,COG,1850,3083410.175
Congo,COG,1860,3287204.382
Congo,COG,1870,3609756.297
Congo,COG,1880,3964665.297
Congo,COG,1890,4356772.185
Congo,COG,1900,4790677.237
Congo,COG,1910,5275550.794
Congo,COG,1920,5817818.724
Congo,COG,1930,6409275.042
Congo,COG,1940,7059451.541
Congo,COG,1950,7561679.855
Congo,COG,1960,9637245.24
Congo,COG,1970,9507867.121
Congo,COG,1980,9444276.474
Congo,COG,1990,9260392.42
Congo,COG,2000,8967306.471
Congo,COG,2010,8148624.711
Cook Islands,COK,1780,0
Cook Islands,COK,1790,0
Cook Islands,COK,1800,0
Cook Islands,COK,1810,0
Cook Islands,COK,1820,0
Cook Islands,COK,1830,0
Cook Islands,COK,1840,0
Cook Islands,COK,1850,0
Cook Islands,COK,1860,0
Cook Islands,COK,1870,0
Cook Islands,COK,1880,0
Cook Islands,COK,1890,0
Cook Islands,COK,1900,0
Cook Islands,COK,1910,0
Cook Islands,COK,1920,0
Cook Islands,COK,1930,0
Cook Islands,COK,1940,0
Cook Islands,COK,1950,0
Cook Islands,COK,1960,0
Cook Islands,COK,1970,0
Cook Islands,COK,1980,0
Cook Islands,COK,1990,0
Cook Islands,COK,2000,0
Cook Islands,COK,2010,0
Costa Rica,CRI,1780,39333.24643
Costa Rica,CRI,1790,41474.56432
Costa Rica,CRI,1800,43612.39362
Costa Rica,CRI,1810,46940.11549
Costa Rica,CRI,1820,50880.2913
Costa Rica,CRI,1830,57714.88098
Costa Rica,CRI,1840,66337.42425
Costa Rica,CRI,1850,75106.33694
Costa Rica,CRI,1860,83773.66827
Costa Rica,CRI,1870,102062.5224
Costa Rica,CRI,1880,127522.5249
Costa Rica,CRI,1890,153534.067
Costa Rica,CRI,1900,194951.7282
Costa Rica,CRI,1910,239357.5849
Costa Rica,CRI,1920,291365.0818
Costa Rica,CRI,1930,312297.1111
Costa Rica,CRI,1940,397361.863
Costa Rica,CRI,1950,561968.8195
Costa Rica,CRI,1960,762935.3216
Costa Rica,CRI,1970,917045.041
Costa Rica,CRI,1980,1173066.407
Costa Rica,CRI,1990,1296928.724
Costa Rica,CRI,2000,1299332.393
Costa Rica,CRI,2010,1301182.398
Cote d'Ivoire,CIV,1780,1927914.896
Cote d'Ivoire,CIV,1790,1953964.003
Cote d'Ivoire,CIV,1800,1980163.977
Cote d'Ivoire,CIV,1810,2006787.302
Cote d'Ivoire,CIV,1820,2045901.365
Cote d'Ivoire,CIV,1830,2085966.705
Cote d'Ivoire,CIV,1840,2126659.316
Cote d'Ivoire,CIV,1850,2168140.944
Cote d'Ivoire,CIV,1860,2210486.323
Cote d'Ivoire,CIV,1870,2601183
Cote d'Ivoire,CIV,1880,3068086.773
Cote d'Ivoire,CIV,1890,3624432.803
Cote d'Ivoire,CIV,1900,4284556.766
Cote d'Ivoire,CIV,1910,5068152.981
Cote d'Ivoire,CIV,1920,5793561.732
Cote d'Ivoire,CIV,1930,6601604.637
Cote d'Ivoire,CIV,1940,7534738.116
Cote d'Ivoire,CIV,1950,8569886.078
Cote d'Ivoire,CIV,1960,12350486
Cote d'Ivoire,CIV,1970,12474355.43
Cote d'Ivoire,CIV,1980,13209179.05
Cote d'Ivoire,CIV,1990,14350204.71
Cote d'Ivoire,CIV,2000,15107393.92
Cote d'Ivoire,CIV,2010,15765323.31
Croatia,HRV,1780,1527517.66
Croatia,HRV,1790,1544446.645
Croatia,HRV,1800,1561505.081
Croatia,HRV,1810,1579145.564
Croatia,HRV,1820,1622722.899
Croatia,HRV,1830,1673507.211
Croatia,HRV,1840,1725485.167
Croatia,HRV,1850,1786124.721
Croatia,HRV,1860,1843503.95
Croatia,HRV,1870,1971228.329
Croatia,HRV,1880,2109234.728
Croatia,HRV,1890,2254195.676
Croatia,HRV,1900,2408325.258
Croatia,HRV,1910,2559504.004
Croatia,HRV,1920,2769727.373
Croatia,HRV,1930,3000463.444
Croatia,HRV,1940,3246333.057
Croatia,HRV,1950,3523997.223
Croatia,HRV,1960,3574278.414
Croatia,HRV,1970,3424535.585
Croatia,HRV,1980,3291608.845
Croatia,HRV,1990,3100643.923
Croatia,HRV,2000,2715805.486
Croatia,HRV,2010,1968469.633
Cuba,CUB,1780,44905.61799
Cuba,CUB,1790,57317.46058
Cuba,CUB,1800,68334.08239
Cuba,CUB,1810,93301.23185
Cuba,CUB,1820,109227.0552
Cuba,CUB,1830,156788.3389
Cuba,CUB,1840,203832.6863
Cuba,CUB,1850,279662.5927
Cuba,CUB,1860,300098.208
Cuba,CUB,1870,317510.8358
Cuba,CUB,1880,342214.3239
Cuba,CUB,1890,372791.6908
Cuba,CUB,1900,417281.3914
Cuba,CUB,1910,587328.5998
Cuba,CUB,1920,854485.6157
Cuba,CUB,1930,1131586.701
Cuba,CUB,1940,1263142.713
Cuba,CUB,1950,1752688.09
Cuba,CUB,1960,2113478.509
Cuba,CUB,1970,3103470.597
Cuba,CUB,1980,3694659.54
Cuba,CUB,1990,4236454.234
Cuba,CUB,2000,3703965.849
Cuba,CUB,2010,3845852.615
Cyprus,CYP,1780,16036.70781
Cyprus,CYP,1790,16036.70781
Cyprus,CYP,1800,16036.70781
Cyprus,CYP,1810,16036.70781
Cyprus,CYP,1820,16036.70781
Cyprus,CYP,1830,16036.70781
Cyprus,CYP,1840,16036.70781
Cyprus,CYP,1850,16036.70781
Cyprus,CYP,1860,16036.70781
Cyprus,CYP,1870,16036.70781
Cyprus,CYP,1880,16036.70781
Cyprus,CYP,1890,16036.70781
Cyprus,CYP,1900,16036.70781
Cyprus,CYP,1910,16036.70781
Cyprus,CYP,1920,16036.70781
Cyprus,CYP,1930,16036.70781
Cyprus,CYP,1940,16036.70781
Cyprus,CYP,1950,16036.70781
Cyprus,CYP,1960,16036.70781
Cyprus,CYP,1970,16036.70781
Cyprus,CYP,1980,15947.55041
Cyprus,CYP,1990,15500.46594
Cyprus,CYP,2000,12902.6324
Cyprus,CYP,2010,8961.121381
Czechia,CZE,1780,2081000.554
Czechia,CZE,1790,1978640.379
Czechia,CZE,1800,1882028.14
Czechia,CZE,1810,1789003.433
Czechia,CZE,1820,1702175.477
Czechia,CZE,1830,1914657.751
Czechia,CZE,1840,2111825.032
Czechia,CZE,1850,2160058.54
Czechia,CZE,1860,2261958.207
Czechia,CZE,1870,2369444.388
Czechia,CZE,1880,2464028.374
Czechia,CZE,1890,2537348.676
Czechia,CZE,1900,2659565.058
Czechia,CZE,1910,2797288.917
Czechia,CZE,1920,2899609.176
Czechia,CZE,1930,3076766.851
Czechia,CZE,1940,2780901.364
Czechia,CZE,1950,4406145.989
Czechia,CZE,1960,4508161.636
Czechia,CZE,1970,4136178.673
Czechia,CZE,1980,3950434.503
Czechia,CZE,1990,3772788.926
Czechia,CZE,2000,3564662.268
Czechia,CZE,2010,3480308.546
Democratic Republic of Congo,COD,1780,6526956.932
Democratic Republic of Congo,COD,1790,6855260.211
Democratic Republic of Congo,COD,1800,7204953.642
Democratic Republic of Congo,COD,1810,7578191.882
Democratic Republic of Congo,COD,1820,7980252.28
Democratic Republic of Congo,COD,1830,8411022.514
Democratic Republic of Congo,COD,1840,8870825.075
Democratic Republic of Congo,COD,1850,9359801.126
Democratic Republic of Congo,COD,1860,9883108.36
Democratic Republic of Congo,COD,1870,10457022.98
Democratic Republic of Congo,COD,1880,11073368.11
Democratic Republic of Congo,COD,1890,11734667.59
Democratic Republic of Congo,COD,1900,12433128.46
Democratic Republic of Congo,COD,1910,13208789.04
Democratic Republic of Congo,COD,1920,13983235.89
Democratic Republic of Congo,COD,1930,14544066.38
Democratic Republic of Congo,COD,1940,15510682.68
Democratic Republic of Congo,COD,1950,16507265.3
Democratic Republic of Congo,COD,1960,21580277.38
Democratic Republic of Congo,COD,1970,21540777.26
Democratic Republic of Congo,COD,1980,21867451.66
Democratic Republic of Congo,COD,1990,22035288.72
Democratic Republic of Congo,COD,2000,21859624.56
Democratic Republic of Congo,COD,2010,23243525.87
Denmark,DNK,1780,659680.8833
Denmark,DNK,1790,658827.0773
Denmark,DNK,1800,657800.1411
Denmark,DNK,1810,674315.5052
Denmark,DNK,1820,690903.0817
Denmark,DNK,1830,720019.3177
Denmark,DNK,1840,738609.611
Denmark,DNK,1850,773094.3709
Denmark,DNK,1860,823076.3089
Denmark,DNK,1870,870097.7254
Denmark,DNK,1880,916322.0545
Denmark,DNK,1890,968901.1418
Denmark,DNK,1900,1037679.545
Denmark,DNK,1910,1127974.15
Denmark,DNK,1920,1273571.424
Denmark,DNK,1930,1438391.976
Denmark,DNK,1940,1560012.867
Denmark,DNK,1950,1529167.501
Denmark,DNK,1960,1622537.13
Denmark,DNK,1970,1496183.972
Denmark,DNK,1980,1430067.696
Denmark,DNK,1990,1324731.424
Denmark,DNK,2000,1335683.748
Denmark,DNK,2010,1299919.051
Djibouti,DJI,1780,223685.5873
Djibouti,DJI,1790,227979.4783
Djibouti,DJI,1800,232454.9428
Djibouti,DJI,1810,236990.7124
Djibouti,DJI,1820,242675.4603
Djibouti,DJI,1830,248753.201
Djibouti,DJI,1840,254951.6076
Djibouti,DJI,1850,261482.7603
Djibouti,DJI,1860,268044.2582
Djibouti,DJI,1870,277599.2207
Djibouti,DJI,1880,287517.167
Djibouti,DJI,1890,297888.635
Djibouti,DJI,1900,308622.9188
Djibouti,DJI,1910,319690.1189
Djibouti,DJI,1920,381830.5984
Djibouti,DJI,1930,457760.07
Djibouti,DJI,1940,550955.424
Djibouti,DJI,1950,680799.1812
Djibouti,DJI,1960,941849.3876
Djibouti,DJI,1970,941276.15
Djibouti,DJI,1980,940974.2465
Djibouti,DJI,1990,938619.0298
Djibouti,DJI,2000,1104660.726
Djibouti,DJI,2010,1088108.726
Dominican Republic,DOM,1780,109162.2248
Dominican Republic,DOM,1790,111615.8351
Dominican Republic,DOM,1800,117148.4739
Dominican Republic,DOM,1810,120070.8348
Dominican Republic,DOM,1820,126264.2817
Dominican Republic,DOM,1830,132750.599
Dominican Republic,DOM,1840,139791.6539
Dominican Republic,DOM,1850,147271.1829
Dominican Republic,DOM,1860,155014.0731
Dominican Republic,DOM,1870,200985.9543
Dominican Republic,DOM,1880,257305.4107
Dominican Republic,DOM,1890,337913.5271
Dominican Republic,DOM,1900,440239.8862
Dominican Republic,DOM,1910,551446.3921
Dominican Republic,DOM,1920,710113.4944
Dominican Republic,DOM,1930,931989.4342
Dominican Republic,DOM,1940,1104278.183
Dominican Republic,DOM,1950,1463232.058
Dominican Republic,DOM,1960,1885561.59
Dominican Republic,DOM,1970,1969157.361
Dominican Republic,DOM,1980,2086007.765
Dominican Republic,DOM,1990,2048481.828
Dominican Republic,DOM,2000,1633832.097
Dominican Republic,DOM,2010,1565033.932
East Timor,TLS,1780,68345.03019
East Timor,TLS,1790,68497.35059
East Timor,TLS,1800,68710.67506
East Timor,TLS,1810,68832.43021
East Timor,TLS,1820,72616.49444
East Timor,TLS,1830,79819.06237
East Timor,TLS,1840,84427.12401
East Timor,TLS,1850,89309.85145
East Timor,TLS,1860,94894.18876
East Timor,TLS,1870,97518.03764
East Timor,TLS,1880,100172.2831
East Timor,TLS,1890,103284.2066
East Timor,TLS,1900,106518.0117
East Timor,TLS,1910,109688.3674
East Timor,TLS,1920,126927.0086
East Timor,TLS,1930,127812.2209
East Timor,TLS,1940,137386.8639
East Timor,TLS,1950,143273.3124
East Timor,TLS,1960,166858.9892
East Timor,TLS,1970,170889.6836
East Timor,TLS,1980,199575.7969
East Timor,TLS,1990,240889.2597
East Timor,TLS,2000,239547.0014
East Timor,TLS,2010,258096.7436
Ecuador,ECU,1780,911915.0978
Ecuador,ECU,1790,879416.0662
Ecuador,ECU,1800,843210.6934
Ecuador,ECU,1810,807961.8584
Ecuador,ECU,1820,762490.4525
Ecuador,ECU,1830,938425.4914
Ecuador,ECU,1840,1033863.109
Ecuador,ECU,1850,1143376.96
Ecuador,ECU,1860,1231649.402
Ecuador,ECU,1870,1320541.997
Ecuador,ECU,1880,1457085.65
Ecuador,ECU,1890,1566336.423
Ecuador,ECU,1900,1673368.255
Ecuador,ECU,1910,1874506.368
Ecuador,ECU,1920,2004926.916
Ecuador,ECU,1930,2108185.165
Ecuador,ECU,1940,3055891.968
Ecuador,ECU,1950,3456742.593
Ecuador,ECU,1960,4427303.764
Ecuador,ECU,1970,4592563.081
Ecuador,ECU,1980,6003665.246
Ecuador,ECU,1990,6905307.491
Ecuador,ECU,2000,6659778.645
Ecuador,ECU,2010,6194999.738
Egypt,EGY,1780,1039679.585
Egypt,EGY,1790,946613.3603
Egypt,EGY,1800,861300.6413
Egypt,EGY,1810,899767.424
Egypt,EGY,1820,930616.3696
Egypt,EGY,1830,954626.8557
Egypt,EGY,1840,973057.8188
Egypt,EGY,1850,984768.6582
Egypt,EGY,1860,829121.7067
Egypt,EGY,1870,890766.9546
Egypt,EGY,1880,955772.5781
Egypt,EGY,1890,1251001.712
Egypt,EGY,1900,1424126.352
Egypt,EGY,1910,1531454.096
Egypt,EGY,1920,1619827.103
Egypt,EGY,1930,1692288.638
Egypt,EGY,1940,1813096.079
Egypt,EGY,1950,2068776.046
Egypt,EGY,1960,2473763.718
Egypt,EGY,1970,2725811.928
Egypt,EGY,1980,2343037.414
Egypt,EGY,1990,2466840.334
Egypt,EGY,2000,2753114.023
Egypt,EGY,2010,3039050.733
El Salvador,SLV,1780,55415.06347
El Salvador,SLV,1790,63665.75998
El Salvador,SLV,1800,72336.54509
El Salvador,SLV,1810,81067.19937
El Salvador,SLV,1820,90277.87432
El Salvador,SLV,1830,115295.4334
El Salvador,SLV,1840,133835.8765
El Salvador,SLV,1850,153395.9042
El Salvador,SLV,1860,180547.515
El Salvador,SLV,1870,207669.6967
El Salvador,SLV,1880,248473.4055
El Salvador,SLV,1890,291017.0209
El Salvador,SLV,1900,334819.5604
El Salvador,SLV,1910,420894.7324
El Salvador,SLV,1920,574054.3758
El Salvador,SLV,1930,614462.3188
El Salvador,SLV,1940,769944.0419
El Salvador,SLV,1950,866378.5897
El Salvador,SLV,1960,1158311.232
El Salvador,SLV,1970,1140072.222
El Salvador,SLV,1980,1259910.687
El Salvador,SLV,1990,1286564.324
El Salvador,SLV,2000,1290920.8
El Salvador,SLV,2010,1445070.384
Equatorial Guinea,GNQ,1780,96596.96446
Equatorial Guinea,GNQ,1790,97584.84333
Equatorial Guinea,GNQ,1800,98665.34073
Equatorial Guinea,GNQ,1810,99745.83106
Equatorial Guinea,GNQ,1820,101258.5105
Equatorial Guinea,GNQ,1830,102740.3288
Equatorial Guinea,GNQ,1840,104191.272
Equatorial Guinea,GNQ,1850,105827.445
Equatorial Guinea,GNQ,1860,107525.3614
Equatorial Guinea,GNQ,1870,114131.7477
Equatorial Guinea,GNQ,1880,121262.9486
Equatorial Guinea,GNQ,1890,128949.8252
Equatorial Guinea,GNQ,1900,137346.7464
Equatorial Guinea,GNQ,1910,146669.8032
Equatorial Guinea,GNQ,1920,153831.971
Equatorial Guinea,GNQ,1930,161519.0169
Equatorial Guinea,GNQ,1940,170163.1442
Equatorial Guinea,GNQ,1950,183715.8542
Equatorial Guinea,GNQ,1960,209678.8289
Equatorial Guinea,GNQ,1970,223447.637
Equatorial Guinea,GNQ,1980,229560.1332
Equatorial Guinea,GNQ,1990,207912.0018
Equatorial Guinea,GNQ,2000,187633.2555
Equatorial Guinea,GNQ,2010,179991.8138
Eritrea,ERI,1780,1865407.741
Eritrea,ERI,1790,1911222.517
Eritrea,ERI,1800,1958377.013
Eritrea,ERI,1810,2006482.084
Eritrea,ERI,1820,2091653.625
Eritrea,ERI,1830,2185330.796
Eritrea,ERI,1840,2282816.105
Eritrea,ERI,1850,2384405.712
Eritrea,ERI,1860,2489089.907
Eritrea,ERI,1870,2589490.589
Eritrea,ERI,1880,2694088.361
Eritrea,ERI,1890,2802669.898
Eritrea,ERI,1900,2914910.296
Eritrea,ERI,1910,6091759.568
Eritrea,ERI,1920,6728434.612
Eritrea,ERI,1930,7494846.283
Eritrea,ERI,1940,8306303.998
Eritrea,ERI,1950,8532653.575
Eritrea,ERI,1960,9067488.318
Eritrea,ERI,1970,9031420.731
Eritrea,ERI,1980,9015389.21
Eritrea,ERI,1990,8976990.365
Eritrea,ERI,2000,5875456.777
Eritrea,ERI,2010,5943665.092
Eswatini,SWZ,1780,193809.6544
Eswatini,SWZ,1790,206535.4442
Eswatini,SWZ,1800,220006.7809
Eswatini,SWZ,1810,234444.0352
Eswatini,SWZ,1820,249875.0292
Eswatini,SWZ,1830,266272.4219
Eswatini,SWZ,1840,283856.9572
Eswatini,SWZ,1850,302545.656
Eswatini,SWZ,1860,323218.3029
Eswatini,SWZ,1870,345161.1814
Eswatini,SWZ,1880,369748.1434
Eswatini,SWZ,1890,395111.8793
Eswatini,SWZ,1900,423285.2794
Eswatini,SWZ,1910,454186.9575
Eswatini,SWZ,1920,487460.4821
Eswatini,SWZ,1930,524480.5492
Eswatini,SWZ,1940,564971.3994
Eswatini,SWZ,1950,925219.9116
Eswatini,SWZ,1960,1149477.962
Eswatini,SWZ,1970,1147049.777
Eswatini,SWZ,1980,994220.9115
Eswatini,SWZ,1990,977711.4497
Eswatini,SWZ,2000,1072152.355
Eswatini,SWZ,2010,1050849.652
Ethiopia,ETH,1780,6326495.772
Ethiopia,ETH,1790,6405981.533
Ethiopia,ETH,1800,6485886.835
Ethiopia,ETH,1810,6564751.453
Ethiopia,ETH,1820,6651624.562
Ethiopia,ETH,1830,9135370.745
Ethiopia,ETH,1840,11583495.37
Ethiopia,ETH,1850,13996282.47
Ethiopia,ETH,1860,16372536.09
Ethiopia,ETH,1870,18716239.69
Ethiopia,ETH,1880,21023958.33
Ethiopia,ETH,1890,23301504.26
Ethiopia,ETH,1900,25546277.96
Ethiopia,ETH,1910,26684887.3
Ethiopia,ETH,1920,29512391.1
Ethiopia,ETH,1930,32563574.8
Ethiopia,ETH,1940,35879200.67
Ethiopia,ETH,1950,39392488.86
Ethiopia,ETH,1960,44751675.38
Ethiopia,ETH,1970,38533931.84
Ethiopia,ETH,1980,38423937.03
Ethiopia,ETH,1990,36500993.06
Ethiopia,ETH,2000,27744961.11
Ethiopia,ETH,2010,30216135.77
Europe,,1780,195229467.7
Europe,,1790,199865915.6
Europe,,1800,204108966.6
Europe,,1810,208688579.2
Europe,,1820,214398500.5
Europe,,1830,222333235.2
Europe,,1840,236049476.4
Europe,,1850,246072629.3
Europe,,1860,261636299.2
Europe,,1870,272972258.3
Europe,,1880,293147854.4
Europe,,1890,314701824.9
Europe,,1900,335831683.1
Europe,,1910,373442458.3
Europe,,1920,360734708.4
Europe,,1930,378666200.4
Europe,,1940,413508236.8
Europe,,1950,404264229.1
Europe,,1960,444416770.7
Europe,,1970,432071107.6
Europe,,1980,417641421.9
Europe,,1990,394599833.1
Europe,,2000,375158920.5
Europe,,2010,363527657.8
Falkland Islands,FLK,1780,0
Falkland Islands,FLK,1790,0
Falkland Islands,FLK,1800,0
Falkland Islands,FLK,1810,0
Falkland Islands,FLK,1820,0
Falkland Islands,FLK,1830,0
Falkland Islands,FLK,1840,0
Falkland Islands,FLK,1850,0
Falkland Islands,FLK,1860,0
Falkland Islands,FLK,1870,0
Falkland Islands,FLK,1880,0
Falkland Islands,FLK,1890,0
Falkland Islands,FLK,1900,0
Falkland Islands,FLK,1910,0
Falkland Islands,FLK,1920,0
Falkland Islands,FLK,1930,0
Falkland Islands,FLK,1940,0
Falkland Islands,FLK,1950,0
Falkland Islands,FLK,1960,0
Falkland Islands,FLK,1970,0
Falkland Islands,FLK,1980,0
Falkland Islands,FLK,1990,0
Falkland Islands,FLK,2000,0
Falkland Islands,FLK,2010,0
Fiji,FJI,1780,14860.29208
Fiji,FJI,1790,14860.29208
Fiji,FJI,1800,14860.29208
Fiji,FJI,1810,14860.29208
Fiji,FJI,1820,14860.29208
Fiji,FJI,1830,14860.29208
Fiji,FJI,1840,14860.29208
Fiji,FJI,1850,14860.29208
Fiji,FJI,1860,14860.29208
Fiji,FJI,1870,14860.29208
Fiji,FJI,1880,14860.29208
Fiji,FJI,1890,14860.29208
Fiji,FJI,1900,14860.29208
Fiji,FJI,1910,14842.30958
Fiji,FJI,1920,14842.30958
Fiji,FJI,1930,14842.30958
Fiji,FJI,1940,14835.91865
Fiji,FJI,1950,14652.82885
Fiji,FJI,1960,14652.82885
Fiji,FJI,1970,14652.82885
Fiji,FJI,1980,14581.61585
Fiji,FJI,1990,14581.61585
Fiji,FJI,2000,14172.596
Fiji,FJI,2010,14172.5389
France,FRA,1780,30680334.24
France,FRA,1790,30768600.11
France,FRA,1800,30850802.99
France,FRA,1810,31796269.34
France,FRA,1820,32535995.73
France,FRA,1830,32960034.83
France,FRA,1840,33584893.82
France,FRA,1850,34136622.2
France,FRA,1860,34158581.5
France,FRA,1870,34063164.55
France,FRA,1880,34292177.08
France,FRA,1890,34338888.57
France,FRA,1900,34283434.59
France,FRA,1910,34221381.24
France,FRA,1920,32813234.95
France,FRA,1930,32888234.36
France,FRA,1940,31787431.16
France,FRA,1950,31142014.85
France,FRA,1960,32357891.48
France,FRA,1970,28870425.31
France,FRA,1980,27627969.52
France,FRA,1990,24539120.78
France,FRA,2000,21976512.49
France,FRA,2010,21875282.22
French Polynesia,PYF,1780,0
French Polynesia,PYF,1790,0
French Polynesia,PYF,1800,0
French Polynesia,PYF,1810,0
French Polynesia,PYF,1820,0
French Polynesia,PYF,1830,0
French Polynesia,PYF,1840,0
French Polynesia,PYF,1850,0
French Polynesia,PYF,1860,0
French Polynesia,PYF,1870,0
French Polynesia,PYF,1880,0
French Polynesia,PYF,1890,0
French Polynesia,PYF,1900,0
French Polynesia,PYF,1910,0
French Polynesia,PYF,1920,0
French Polynesia,PYF,1930,0
French Polynesia,PYF,1940,0
French Polynesia,PYF,1950,0
French Polynesia,PYF,1960,0
French Polynesia,PYF,1970,0
French Polynesia,PYF,1980,0
French Polynesia,PYF,1990,0
French Polynesia,PYF,2000,0
French Polynesia,PYF,2010,0
Gabon,GAB,1780,1773910.631
Gabon,GAB,1790,1843777.879
Gabon,GAB,1800,1916456.741
Gabon,GAB,1810,1992436.687
Gabon,GAB,1820,2082272.047
Gabon,GAB,1830,2176177.475
Gabon,GAB,1840,2274471.511
Gabon,GAB,1850,2377177.186
Gabon,GAB,1860,2484442.207
Gabon,GAB,1870,2644752.129
Gabon,GAB,1880,2816139.944
Gabon,GAB,1890,2997680.668
Gabon,GAB,1900,3191472.709
Gabon,GAB,1910,3400239.55
Gabon,GAB,1920,3650872.897
Gabon,GAB,1930,3920787.979
Gabon,GAB,1940,4211640.98
Gabon,GAB,1950,4518765.908
Gabon,GAB,1960,4654362.301
Gabon,GAB,1970,4553289.898
Gabon,GAB,1980,4519508.642
Gabon,GAB,1990,4449461.214
Gabon,GAB,2000,3805829.095
Gabon,GAB,2010,3730031.625
Gambia,GMB,1780,95477.29091
Gambia,GMB,1790,89114.72873
Gambia,GMB,1800,83218.83648
Gambia,GMB,1810,77761.83426
Gambia,GMB,1820,79511.46493
Gambia,GMB,1830,81380.00324
Gambia,GMB,1840,83135.21682
Gambia,GMB,1850,84977.56087
Gambia,GMB,1860,86762.55299
Gambia,GMB,1870,89481.91754
Gambia,GMB,1880,92183.42891
Gambia,GMB,1890,94946.08298
Gambia,GMB,1900,97887.40828
Gambia,GMB,1910,100592.2974
Gambia,GMB,1920,121854.7765
Gambia,GMB,1930,147823.0335
Gambia,GMB,1940,179341.2791
Gambia,GMB,1950,217930.0829
Gambia,GMB,1960,273618.8818
Gambia,GMB,1970,288082.5993
Gambia,GMB,1980,316420.8264
Gambia,GMB,1990,391038.3231
Gambia,GMB,2000,444881.5932
Gambia,GMB,2010,490846.1798
Georgia,GEO,1780,554582.541
Georgia,GEO,1790,597933.5639
Georgia,GEO,1800,645625.651
Georgia,GEO,1810,697361.4616
Georgia,GEO,1820,754057.7013
Georgia,GEO,1830,816087.3208
Georgia,GEO,1840,883918.7377
